,Unnamed: 0,DAY,MONTH,YEAR,LATITUDE,LONGITUDE,Date,Time,Type,Depth,Depth.Error,Depth.Seismic.Stations,Magnitude,Magnitude.Type,Magnitude.Error,Magnitude.Seismic.Stations,Azimuthal.Gap,Horizontal.Distance,Horizontal.Error,Root.Mean.Square,ID,Source,Location.Source,Magnitude.Source,Status,I_D,FLAG_TSUNAMI,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
896,897,5,9,2004,33.184,137.071,9/5/2004,14:57:19,Earthquake,10.0,,594.0,7.4,MWB,,,27.5,,,0.91,USP000D3MB,US,US,US,Reviewed,5799,Tsu,14,57,18.6,10.0,7.4,7.4,7.1,6.2,,,,,JAPAN,,"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",30,,,,,40.0,1.0,,1.0,,,,,,,,,40.0,1.0,,1.0,,,,
897,898,5,9,2011,2.965,97.893,9/5/2011,17:55:11,Earthquake,91.0,,447.0,6.7,MWW,,,15.3,,,1.02,USP000J7NN,US,US,US,Reviewed,9840,,17,55,11.2,91.0,6.7,6.7,,6.6,,,,,INDONESIA,,INDONESIA:  SUMATRA,60,10.0,1.0,,,,,,1.0,,,,2.0,10.0,1.0,,,,,,1.0,,,,2.0
898,899,5,9,2012,10.085,-85.315,9/5/2012,14:42:08,Earthquake,35.0,,703.0,7.6,MWW,,,34.3,,,1.2,USP000JRSW,US,US,US,Reviewed,9936,Tsu,14,42,7.8,35.0,7.6,7.6,7.7,6.8,,,,,COSTA RICA,,COSTA RICA:  NICOYA,100,2.0,1.0,,,20.0,1.0,,1.0,,2.0,,,2.0,1.0,,,20.0,1.0,,1.0,,2.0,,
899,900,6,10,1987,-17.94,-172.225,10/6/1987,4:19:06,Earthquake,16.0,,,7.3,MW,,,,,,1.0,USP000390N,US,US,NC,Reviewed,6470,Tsu,4,19,6.0,16.0,7.3,,7.3,6.7,,,,,TONGA,,TONGA ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
900,901,6,10,1995,-2.045,101.436,10/6/1995,18:09:46,Earthquake,33.0,,,6.8,MW,,,,,,1.1,USP00074PH,US,US,HRV,Reviewed,5422,,18,9,45.9,33.0,6.8,6.8,6.9,5.8,,,,,INDONESIA,,"INDONESIA:  SUMATERA, JAMBI PROVINCE",170,84.0,2.0,,,1868.0,4.0,,4.0,17600.0,4.0,,,84.0,2.0,,,1868.0,4.0,,4.0,17600.0,4.0,,
901,902,6,10,1995,65.17,-148.565,10/6/1995,5:23:19,Earthquake,9.1,,,5.8,MS,,64.0,,,,,USP00074KV,US,AEI,US,Reviewed,5421,,5,23,18.5,9.0,6.0,6.0,5.8,5.7,,,,,USA,AK,ALASKA:  FAIRBANKS NORTH STAR COUNTY,150,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
902,903,6,10,2000,35.456,133.134,10/6/2000,4:30:19,Earthquake,10.0,,390.0,6.7,MWC,,,,,,1.02,USP000A1B0,US,US,HRV,Reviewed,5578,,4,30,19.1,10.0,6.7,6.7,6.8,5.8,,,,9.0,JAPAN,,"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI",30,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0
903,904,6,10,2008,29.807,90.35,10/6/2008,8:30:46,Earthquake,12.0,,434.0,6.3,MWC,,,18.4,,,0.99,USP000GJGT,US,US,US,Reviewed,8161,,8,30,45.5,12.0,6.3,6.3,6.2,6.0,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),40,9.0,1.0,,,19.0,1.0,,2.0,,3.0,,,9.0,1.0,,,19.0,1.0,,2.0,,3.0,,
904,905,6,11,1983,35.206,115.213,11/6/1983,21:09:45,Earthquake,19.0,1.9,,5.7,MB,,83.0,,,,0.9,USP0001ZM0,US,US,US,Reviewed,5002,,21,9,45.2,19.0,5.3,,5.3,5.7,,,,7.0,CHINA,,"CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE",30,34.0,1.0,,,2200.0,4.0,5.0,2.0,3300.0,4.0,,,34.0,1.0,,,2200.0,4.0,5.0,2.0,3300.0,4.0,,
905,906,6,11,1988,22.789,99.611,11/6/1988,13:03:19,Earthquake,17.8,,,7.7,MW,,,,,,1.6,USP0003NKS,US,US,NC,Reviewed,5176,,13,3,19.3,18.0,7.3,,7.3,6.1,,,,10.0,CHINA,,CHINA:  YUNNAN PROVINCE,30,738.0,3.0,,,3900.0,4.0,269.0,4.0,412000.0,4.0,,,738.0,3.0,,,3900.0,4.0,269.0,4.0,412000.0,4.0,,
906,907,6,11,1988,23.181,99.439,11/6/1988,13:15:43,Earthquake,10.0,,,6.4,MB,,58.0,,,,1.0,USP0003NKT,US,US,US,Reviewed,5178,,13,15,43.3,10.0,6.4,,,6.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,30,,,,,,,,,,,,,,,,,,,,,,,,
907,908,6,11,1990,28.251,55.462,11/6/1990,18:45:52,Earthquake,10.6,,,6.6,MW,,,,,,1.0,USP0004GKF,US,US,HRV,Reviewed,5264,,18,45,52.2,11.0,6.7,,6.7,6.2,,,,,IRAN,,"IRAN:  S, DARAB",140,22.0,1.0,,,100.0,2.0,232.3,4.0,,,,,22.0,1.0,,,100.0,2.0,232.3,4.0,,,,
908,909,6,11,2011,35.532,-96.765,11/6/2011,3:53:10,Earthquake,5.2,,474.0,5.7,MWW,,,17.1,,,,USP000JADN,US,TUL,US,Reviewed,9850,,3,53,10.0,5.0,5.7,5.7,5.6,5.2,,,,8.0,USA,,OKLAHOMA:  SPARKS,150,,,,,2.0,1.0,,2.0,14.0,1.0,,3.0,,,,,2.0,1.0,,2.0,14.0,1.0,,3.0
909,910,6,12,1978,44.592,146.581,12/6/1978,14:02:01,Earthquake,91.0,,,6.7,MB,,,,,,,USP0000XSQ,US,US,US,Reviewed,4820,,14,2,1.0,91.0,7.5,,,7.5,,,7.5,8.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
910,911,6,12,2000,39.566,54.799,12/6/2000,17:11:06,Earthquake,30.0,,495.0,7.0,MWC,,,,,,0.9,USP000A5M7,US,US,HRV,Reviewed,5585,,17,11,6.4,30.0,7.0,7.0,7.5,6.7,,,,,TURKMENISTAN,,TURKMENISTAN:  NEBITDAG-TURKMENBASHI,40,11.0,1.0,,,,2.0,,1.0,,,,,11.0,1.0,,,,2.0,,1.0,,,,
911,912,6,12,2004,42.9,145.228,12/6/2004,14:15:12,Earthquake,35.0,,759.0,6.8,MWB,,,23.6,,,0.76,USP000DA6M,US,US,US,Reviewed,5833,,14,15,11.8,35.0,6.8,6.8,6.5,6.5,,,,,JAPAN,,JAPAN:  HOKKAIDO:  KUSHIRO,30,,,,,4.0,1.0,,,,,,,,,,,4.0,1.0,,,,,,
912,913,6,2,1987,36.988,141.689,2/6/1987,13:16:18,Earthquake,47.7,2.7,,6.8,MW,,,,,,1.0,USP000327D,US,US,NC,Reviewed,6631,Tsu,13,16,17.8,48.0,6.3,,6.3,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,30,,,,,,,,,,,,,,,,,,,,,,,,
913,914,6,2,1988,24.688,91.57,2/6/1988,14:50:45,Earthquake,33.0,,,5.9,MW,,,,,,1.2,USP0003CT7,US,US,HRV,Reviewed,5158,,14,50,45.2,33.0,5.8,,5.8,5.8,,,,,BANGLADESH,,BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM,60,2.0,1.0,,,100.0,2.0,,2.0,,,,,2.0,1.0,,,100.0,2.0,,2.0,,,,
914,915,6,2,2012,9.999,123.206,2/6/2012,3:49:13,Earthquake,11.0,,572.0,6.7,MWW,,,11.1,,,1.07,USP000JEJW,US,US,US,Reviewed,9870,,3,49,12.5,11.0,6.7,6.7,6.6,6.3,,,,,PHILIPPINES,,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,170,51.0,2.0,62.0,2.0,112.0,3.0,15.0,3.0,15000.0,4.0,,,51.0,2.0,62.0,2.0,112.0,3.0,15.0,3.0,15000.0,4.0,,
915,916,6,2,2013,-10.799,165.114,2/6/2013,1:12:26,Earthquake,24.0,,460.0,8.0,MWW,,,20.9,,,1.29,USC000F1S0,US,US,US,Reviewed,9958,Tsu,1,12,25.8,24.0,7.9,7.9,7.4,6.4,,,,8.0,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170,,,,,,,,,,,,,10.0,1.0,,,15.0,1.0,,2.0,588.0,3.0,478.0,3.0
916,917,6,3,2007,-0.493,100.498,3/6/2007,3:49:39,Earthquake,19.0,,306.0,6.4,MWC,,,16.4,,,1.21,USP000F65W,US,US,GCMT,Reviewed,7481,,3,49,38.9,19.0,6.4,6.4,6.4,5.9,,,,8.0,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN,170,67.0,2.0,,,826.0,3.0,,3.0,43719.0,4.0,43719.0,4.0,67.0,2.0,,,826.0,3.0,,3.0,43719.0,4.0,,
917,918,6,4,1997,39.537,76.998,4/6/1997,4:36:35,Earthquake,33.0,,,6.0,MWC,,,,,,0.98,USP0008018,US,US,HRV,Reviewed,5456,,4,36,35.2,33.0,6.0,6.0,5.8,5.6,,,,,CHINA,,CHINA:  S. XINJIANG,40,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
918,919,6,4,2006,23.322,70.477,4/6/2006,17:59:16,Earthquake,10.0,,255.0,5.5,MWB,,,27.7,,,1.05,USP000EDUW,US,US,US,Reviewed,7238,,17,59,16.4,10.0,5.5,5.5,5.2,5.5,,,,,INDIA,,INDIA:  GUJARAT,60,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
919,920,6,4,2009,42.334,13.334,4/6/2009,1:32:39,Earthquake,8.8,,488.0,6.3,MWC,,,15.4,,,,USP000GVTU,US,ROM,US,Reviewed,8264,,1,32,39.0,9.0,6.3,6.3,6.2,5.6,,,,,ITALY,,ITALY:  L'AQUILA,130,309.0,3.0,,,1500.0,4.0,2500.0,4.0,15000.0,4.0,,,309.0,3.0,,,1500.0,4.0,2500.0,4.0,15000.0,4.0,,
920,921,6,4,2010,2.383,97.048,4/6/2010,22:15:02,Earthquake,31.0,,352.0,7.8,MWC,,,19.2,,,1.19,USP000HAT0,US,US,GCMT,Reviewed,8973,Tsu,22,15,1.5,31.0,7.8,7.8,7.9,7.0,,,,,INDONESIA,,INDONESIA:  SUMATRA,60,,,,,,,,,,,,,,,,,,,,,,,,
921,922,6,5,1976,46.356,13.275,5/6/1976,20:00:12,Earthquake,9.0,,,6.5,MS,,,,,,,USP0000G5V,US,US,US,Reviewed,4720,,20,0,11.6,9.0,6.5,,6.5,6.0,,,,10.0,ITALY,,"ITALY:  NE, BALKANS NW:   SLOVENIA: NW",130,978.0,3.0,,,1700.0,4.0,3600.0,4.0,,,,,978.0,3.0,,,1700.0,4.0,3600.0,4.0,,,,
922,923,6,5,1999,29.501,51.88,5/6/1999,23:00:53,Earthquake,33.0,,,6.2,MWC,,,,,,0.99,USP00097FP,US,US,HRV,Reviewed,5521,,23,0,53.1,33.0,6.2,6.2,6.3,5.9,,,,,IRAN,,IRAN:  SOUTHERN:  FARS PROVINCE,140,26.0,1.0,,,100.0,2.0,,2.0,800.0,3.0,,,26.0,1.0,,,100.0,2.0,,2.0,800.0,3.0,,
923,924,6,5,2010,-18.058,-70.547,5/6/2010,2:42:48,Earthquake,37.0,,455.0,6.2,MWC,,,11.8,,,0.73,USP000HCCN,US,US,US,Reviewed,9513,,2,42,47.9,37.0,6.2,6.2,5.9,6.7,,,,,PERU,,PERU:  TACNA,160,,,,,11.0,1.0,,2.0,,,,,,,,,11.0,1.0,,2.0,,,,2.0
924,925,6,6,1994,2.917,-76.057,6/6/1994,20:47:41,Earthquake,12.1,,,6.8,MW,,,,,,1.1,USP0006DV8,US,US,HRV,Reviewed,5387,,20,47,40.5,12.0,6.8,6.8,6.6,6.4,,,,,COLOMBIA,,"COLOMBIA:  CAUCA, HUILA",160,650.0,3.0,,,,,2.4,2.0,200.0,3.0,,,650.0,3.0,,,,,2.4,2.0,200.0,3.0,,
925,926,6,6,2000,40.693,32.992,6/6/2000,2:41:50,Earthquake,10.0,,418.0,6.0,MWC,,,,,,1.04,USP0009U3D,US,US,HRV,Reviewed,5561,,2,41,49.8,10.0,6.0,6.0,6.1,5.5,,,,7.0,TURKEY,,"TURKEY:  CERKES, CUBUK, ORTA",140,2.0,1.0,,,80.0,2.0,,3.0,,,,,2.0,1.0,,,80.0,2.0,,3.0,,,4600.0,4.0
926,927,6,6,2008,35.883,-0.658,6/6/2008,20:02:57,Earthquake,4.0,,476.0,5.5,MWC,,,29.2,,,1.06,USP000G8R4,US,US,US,Reviewed,8125,,20,2,56.8,4.0,5.5,5.5,5.3,5.5,,,,,ALGERIA,,ALGERIA:  ORAN,15,1.0,1.0,,,30.0,1.0,,2.0,,2.0,,2.0,1.0,1.0,,,30.0,1.0,,2.0,,2.0,,
927,928,6,7,1987,-14.074,167.828,7/6/1987,2:49:43,Earthquake,47.5,6.2,,6.6,MW,,,,,,1.0,USP00036CT,US,US,HRV,Reviewed,6819,Tsu,2,49,42.7,48.0,6.6,,6.6,5.9,,,,,VANUATU,,VANUATU ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
928,929,6,7,1990,-6.904,108.12,7/6/1990,0:16:20,Earthquake,13.5,,,5.5,MW,,,,,,1.4,USP0004BEH,US,US,HRV,Reviewed,5251,,0,16,20.4,14.0,4.8,,4.8,5.8,,,,,INDONESIA,,"INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA",170,,,,,103.0,3.0,,3.0,10300.0,4.0,,,,,,,103.0,3.0,,3.0,10300.0,4.0,,
929,930,6,7,2011,-29.539,-176.34,7/6/2011,19:03:18,Earthquake,17.0,,567.0,7.6,MWW,,,33.5,,,1.17,USP000J48H,US,US,US,Reviewed,9822,Tsu,19,3,18.2,17.0,7.6,7.6,7.8,7.0,,,,,KERMADEC ISLANDS (NEW ZEALAND),,NEW ZEALAND: KERMADEC ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
930,931,6,8,1982,-8.375,120.577,8/6/1982,20:40:52,Earthquake,45.7,8.6,,5.9,MB,,20.0,,,,1.2,USP0001NVX,US,US,US,Reviewed,4949,,20,40,52.2,46.0,5.6,,5.6,5.9,,,,,INDONESIA,,INDONESIA:  FLORES ISLANDS:  RUTENG,170,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
931,932,6,8,1983,40.142,24.766,8/6/1983,15:43:51,Earthquake,2.4,1.0,,6.8,MW,,,,,,1.2,USP0001XCS,US,US,NC,Reviewed,4985,Tsu,15,43,51.2,2.0,7.0,,7.0,6.2,,,,6.0,GREECE,,GREECE:  AEGEAN SEA,130,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
932,933,6,8,1984,32.386,131.945,8/6/1984,19:06:38,Earthquake,46.2,1.3,,6.9,MW,,,,,,1.2,USP000268G,US,US,HRV,Reviewed,5041,Tsu,19,6,38.3,46.0,6.7,,6.7,6.3,,,,6.0,JAPAN,,JAPAN:  KYUSHU:  NOBEOKA,30,20.0,1.0,,,,,,2.0,,,,,20.0,1.0,,,,,,2.0,,,,
933,934,6,8,1988,25.149,95.127,8/6/1988,0:36:25,Earthquake,90.5,,,7.3,MW,,,,,,1.1,USP0003JPW,US,US,HRV,Reviewed,5164,Tsu,0,36,24.6,91.0,7.2,,7.2,6.8,,,,6.0,MYANMAR (BURMA),,"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",60,38.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,
934,935,6,9,1975,38.474,40.723,9/6/1975,9:20:11,Earthquake,26.0,,,6.7,MS,,,,,,,USP0000CQE,US,US,US,Reviewed,4697,,9,20,10.9,26.0,6.7,,6.7,6.1,,,,9.0,TURKEY,,TURKEY:  LICE,140,2311.0,4.0,,,3372.0,4.0,17.0,3.0,,,,,2311.0,4.0,,,3372.0,4.0,,,,,,
935,936,6,9,2002,38.381,13.701,9/6/2002,1:21:29,Earthquake,5.0,,528.0,6.0,MWC,,,,,,,USP000BBB2,US,ROM,HRV,Reviewed,5648,,1,21,28.6,5.0,6.0,6.0,5.5,5.8,,,,,ITALY,,ITALY:  SICILY:  PALERMO,130,2.0,1.0,,,20.0,1.0,500.0,4.0,,,,2.0,2.0,1.0,,,20.0,1.0,500.0,4.0,,,,2.0
936,937,7,1,2008,-0.795,134.012,1/7/2008,3:12:27,Earthquake,12.0,,253.0,5.9,MWC,,,36.5,,,0.93,USP000FW5B,US,US,GCMT,Reviewed,7747,,3,12,26.8,12.0,5.9,5.9,5.6,6.0,,,,,INDONESIA,,"INDONESIA: NEW GUINEA: MANOKWARI,",170,,,,,6.0,1.0,,1.0,,,22.0,1.0,,,,,6.0,1.0,,1.0,,,22.0,1.0
937,938,7,10,2004,37.125,54.477,10/7/2004,21:46:20,Earthquake,34.6,,526.0,5.6,MWB,,,45.2,,,0.84,USP000D5Z5,US,US,US,Reviewed,5804,,21,46,20.3,35.0,5.6,5.6,5.4,5.6,,,,,IRAN,,IRAN:  GOLESTAN,140,,,,,60.0,2.0,,,,,,,,,,,60.0,2.0,,,,,,
938,939,7,10,2009,-12.517,166.382,10/7/2009,22:18:51,Earthquake,35.0,,195.0,7.8,MWC,,,20.3,,,0.97,USP000H2GD,US,US,US,Reviewed,8572,,22,18,51.2,35.0,7.8,7.8,7.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
939,940,7,10,2009,-13.006,166.51,10/7/2009,22:03:14,Earthquake,45.0,,283.0,7.7,MWW,,,23.2,,,1.31,USP000H2G9,US,US,US,Reviewed,8410,Tsu,22,3,14.4,45.0,7.6,7.6,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
940,941,7,11,2007,22.15,92.388,11/7/2007,7:10:22,Earthquake,28.7,,172.0,5.5,MWC,,,74.8,,,0.79,USP000FS3T,US,US,GCMT,Reviewed,7701,,7,10,21.9,29.0,5.1,,5.1,5.1,,,,,BANGLADESH,,"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI",60,,,,,10.0,1.0,,1.0,,,,,,,,,10.0,1.0,,1.0,,,,
941,942,7,11,2012,13.988,-91.895,11/7/2012,16:35:47,Earthquake,24.0,,751.0,7.4,MWW,,,25.5,,,1.27,USP000JV5F,US,US,US,Reviewed,9942,Tsu,16,35,46.9,24.0,7.3,7.3,7.4,6.6,,,,,GUATEMALA,,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",100,48.0,2.0,,,155.0,3.0,,3.0,2769.0,4.0,7561.0,4.0,48.0,2.0,,,155.0,3.0,,3.0,2769.0,4.0,7561.0,4.0
942,943,7,12,1979,34.033,59.817,12/7/1979,9:24:00,Earthquake,31.0,,,6.0,MS,,,,,,,USP00014C8,US,US,US,Reviewed,4861,,9,24,0.2,33.0,6.0,,6.0,5.8,,,,,IRAN,,IRAN,140,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
943,944,7,12,1986,43.274,25.912,12/7/1986,14:17:10,Earthquake,20.5,2.4,,5.6,MW,,,,,,1.2,USP00030PU,US,US,HRV,Reviewed,5119,,14,17,9.5,21.0,5.6,,5.6,5.2,,,,7.0,BULGARIA,,BULGARIA:  VELIKO TURNOVO-TURGOVISHTE,110,3.0,1.0,,,60.0,2.0,5.0,2.0,,,,,3.0,1.0,,,60.0,2.0,5.0,2.0,,,,
944,945,7,12,1988,40.987,44.185,12/7/1988,7:41:24,Earthquake,5.4,,,6.8,MS,,24.0,,,,1.3,USP0003PMM,US,US,US,Reviewed,5184,,7,41,24.2,5.0,6.8,,6.8,6.2,,,,10.0,ARMENIA,,"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",40,25000.0,4.0,,,,,16200.0,4.0,,4.0,,,25000.0,4.0,,,,,16200.0,4.0,,4.0,,
945,946,7,12,2012,37.89,143.949,12/7/2012,8:18:23,Earthquake,31.0,,918.0,7.3,MWW,,,14.8,,,0.91,USP000JWJN,US,US,US,Reviewed,9946,Tsu,8,18,23.1,31.0,7.2,7.2,7.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,30,,,,,11.0,1.0,,,,,,,,,,,11.0,1.0,,,,,,
946,947,7,2,1984,-10.012,160.469,2/7/1984,21:33:21,Earthquake,18.1,,,7.6,MW,,,,,,1.4,USP00021U7,US,US,HRV,Reviewed,5024,,21,33,21.4,18.0,7.5,,7.5,6.6,,,,6.0,SOLOMON ISLANDS,,SOLOMON ISLANDS:  GUADALCANAL,170,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
947,948,7,2,1993,37.634,137.245,2/7/1993,13:27:42,Earthquake,10.6,,,6.6,MWB,,,,,,0.9,USP0005MRP,US,US,US,Reviewed,5348,Tsu,13,27,42.0,11.0,6.3,6.3,6.2,6.3,,,,,JAPAN,,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",30,,,,,,,,1.0,,,,,,,,,,,,,,,,
948,949,7,2,2004,-4.003,135.023,2/7/2004,2:42:35,Earthquake,10.0,,390.0,7.3,MWB,,,23.0,,,1.01,USP000CKKS,US,US,US,Reviewed,5759,,2,42,35.2,10.0,7.3,7.3,7.5,6.2,,,,,INDONESIA,,INDONESIA:  NABIRE,170,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
949,950,7,3,2006,23.777,70.899,3/7/2006,18:20:46,Earthquake,10.0,,199.0,5.5,MWB,,,42.2,,,1.08,USP000EBMA,US,US,US,Reviewed,7228,,18,20,46.1,10.0,5.5,5.5,5.1,5.2,,,,,INDIA,,INDIA:  GUJARAT,60,,,,,7.0,1.0,,1.0,,1.0,,1.0,,,,,7.0,1.0,,1.0,,1.0,,
950,951,7,4,1995,-15.199,-173.529,4/7/1995,22:06:57,Earthquake,21.2,,,7.4,MW,,,,,,1.1,USP0006VB3,US,US,HRV,Reviewed,5407,Tsu,22,6,56.8,21.0,7.4,7.4,8.0,6.8,,,,,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,170,,,,,,,,,,,,,,,,,,,,,,,,
951,952,7,4,2009,42.275,13.464,4/7/2009,17:47:37,Earthquake,15.1,,376.0,5.5,MWC,,,27.3,,,,USP000GVVW,US,ROM,US,Reviewed,8277,,17,47,37.0,15.0,5.5,5.5,5.4,5.4,,,,,ITALY,,ITALY:  L'AQUILA,130,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0
952,953,7,4,2011,38.276,141.588,4/7/2011,14:32:43,Earthquake,42.0,,446.0,7.1,MWW,,,17.7,,,0.94,USP000HZF6,US,US,US,Reviewed,9804,Tsu,14,32,43.2,42.0,7.1,7.1,7.0,6.9,,,,,JAPAN,,JAPAN: NEAR E COAST HONSHU,30,3.0,1.0,,,132.0,3.0,,1.0,,,,,3.0,1.0,,,132.0,3.0,,1.0,,,,
953,954,7,5,1984,41.765,13.898,5/7/1984,17:49:42,Earthquake,10.0,,,5.9,MW,,,,,,1.2,USP000246T,US,US,HRV,Reviewed,5036,,17,49,41.6,10.0,5.8,,5.8,5.5,,,,8.0,ITALY,,ITALY:  S CENTRAL:  ABRUZZO,130,3.0,1.0,,,100.0,2.0,5.0,2.0,,,,,3.0,1.0,,,100.0,2.0,5.0,2.0,,,,
954,955,7,5,1986,51.52,-174.776,5/7/1986,22:47:11,Earthquake,33.0,,,8.0,MW,,,,,,1.1,USP0002TMU,US,US,HRV,Reviewed,5095,Tsu,22,47,10.8,19.0,8.0,8.0,7.7,6.4,,,,6.0,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  ADAK,150,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,2.0
955,956,7,5,1989,23.553,99.526,5/7/1989,0:38:19,Earthquake,33.0,,,5.6,MW,,,,,,1.1,USP0003UZ4,US,US,HRV,Reviewed,5197,,0,38,18.5,33.0,5.6,,5.6,5.3,,,,,CHINA,,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",30,1.0,1.0,,,91.0,2.0,54.0,4.0,5300.0,4.0,,,1.0,1.0,,,91.0,2.0,54.0,4.0,5300.0,4.0,,
956,957,7,5,2012,41.549,46.789,5/7/2012,4:40:28,Earthquake,11.0,,438.0,5.6,MWW,,,20.1,,,0.88,USP000JK44,US,US,US,Reviewed,9894,,4,40,27.7,11.0,5.7,5.7,5.7,5.7,,,,,AZERBAIJAN,,AZERBAIJAN:  ZAGATALA,40,,,,,50.0,1.0,,3.0,3100.0,4.0,,1.0,,,,,50.0,1.0,,3.0,3100.0,4.0,,1.0
957,958,7,6,1982,16.558,-98.358,6/7/1982,10:59:40,Earthquake,33.8,2.8,,7.0,MS,,20.0,,,,1.1,USP0001MRG,US,US,US,Reviewed,4943,,10,59,40.1,34.0,7.0,,7.0,6.3,,,,6.0,MEXICO,,"MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE",150,9.0,1.0,,,,3.0,,2.0,,,,,9.0,1.0,,,,3.0,,2.0,,,,
958,959,7,6,2000,-4.612,101.905,6/7/2000,23:45:27,Earthquake,33.0,,352.0,6.7,MWC,,,,,,1.16,USP0009U6R,US,US,HRV,Reviewed,5563,,23,45,26.6,33.0,6.7,6.7,6.7,6.1,,,,,INDONESIA,,INDONESIA:  SOUTHERN SUMATERA:  LAHAT,170,1.0,1.0,,,,,,2.0,,,600.0,3.0,1.0,1.0,,,,,,2.0,,,600.0,3.0
959,960,7,6,2000,26.856,97.238,6/7/2000,21:46:56,Earthquake,33.0,,402.0,6.3,MWC,,,,,,0.86,USP0009U6J,US,US,HRV,Reviewed,5562,,21,46,55.9,33.0,6.3,6.3,6.5,6.3,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR,30,,,,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,,2.0,,
960,961,7,7,2001,-17.543,-72.077,7/7/2001,9:38:44,Earthquake,33.0,,398.0,7.6,MWC,,,,,,1.15,USP000AJ40,US,US,HRV,Reviewed,5604,,9,38,43.5,33.0,7.6,7.6,7.3,6.6,,,,,PERU,,"PERU:  AREQUIPA, ARICA",160,1.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,,1.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,
