,Unnamed: 0,DAY,MONTH,YEAR,LATITUDE,LONGITUDE,Date,Time,Type,Depth,Depth.Error,Depth.Seismic.Stations,Magnitude,Magnitude.Type,Magnitude.Error,Magnitude.Seismic.Stations,Azimuthal.Gap,Horizontal.Distance,Horizontal.Error,Root.Mean.Square,ID,Source,Location.Source,Magnitude.Source,Status,I_D,FLAG_TSUNAMI,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
831,832,4,2,1997,37.661,57.291,2/4/1997,10:37:47,Earthquake,10.0,,,6.5,MWC,,,,,,1.14,USP0007WRR,US,US,HRV,Reviewed,5447,,10,37,47.1,10.0,6.5,6.5,6.8,5.9,,,,8.0,IRAN,,"IRAN:  BOJNURD, SHIRVAN, ESFARAYEN",140,88.0,2.0,,,1948.0,4.0,30.0,4.0,5500.0,4.0,11000.0,4.0,88.0,2.0,,,1948.0,4.0,30.0,4.0,5500.0,4.0,11000.0,4.0
832,833,4,2,1998,37.075,70.089,2/4/1998,14:33:21,Earthquake,33.0,,,5.9,MWC,,,,,,0.99,USP0008FEG,US,US,HRV,Reviewed,5485,,14,33,21.2,33.0,5.9,5.9,6.1,5.6,,,,,AFGHANISTAN,,AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE,40,2323.0,4.0,,,818.0,3.0,,4.0,8094.0,4.0,,,2323.0,,,,818.0,3.0,,4.0,8094.0,4.0,,
833,834,4,2,2004,8.358,-82.877,2/4/2004,11:59:48,Earthquake,29.2,,465.0,6.1,MWB,,,58.6,,,0.92,USP000CKD6,US,US,US,Reviewed,5757,,11,59,47.6,29.0,6.1,6.1,5.9,5.6,,,,,PANAMA,,PANAMA-COSTA RICA:  CHIRIQUI,100,,,,,4.0,1.0,,1.0,,,,,,,,,4.0,1.0,,1.0,,,,
834,835,4,2,2011,24.618,94.68,2/4/2011,13:53:46,Earthquake,85.0,,555.0,6.2,MWW,,,11.8,,,1.04,USP000HU2T,US,US,US,Reviewed,9831,,13,53,46.2,85.0,6.3,6.3,,6.4,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  MONYWA,60,1.0,1.0,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,1.0,,2.0,,
835,836,4,3,1981,38.209,23.288,3/4/1981,21:58:06,Earthquake,28.5,2.1,,6.4,MS,,8.0,,,,1.1,USP0001CH4,US,US,US,Reviewed,4916,,21,58,5.9,29.0,6.4,,6.4,6.0,6.2,,,9.0,GREECE,,GREECE:  ATHENS-CORINTH-KHALIS,130,1.0,1.0,,,9.0,1.0,,2.0,,,,,1.0,1.0,,,9.0,1.0,,2.0,,,,
836,837,4,3,1990,28.925,66.331,3/4/1990,19:46:20,Earthquake,10.1,,,6.1,MW,,,,,,1.2,USP000466K,US,US,HRV,Reviewed,5224,,19,46,19.6,10.0,6.1,,6.1,5.8,,,,,PAKISTAN,,"PAKISTAN:  KALAT, QUETTA, MASTUNG",60,11.0,1.0,,,40.0,1.0,1.0,2.0,,,,3.0,11.0,1.0,,,40.0,1.0,1.0,2.0,,,,3.0
837,838,4,3,1999,28.343,57.193,3/4/1999,5:38:27,Earthquake,33.0,,,6.6,MWC,,,,,,0.92,USP00093TJ,US,US,HRV,Reviewed,5517,,5,38,26.5,33.0,6.6,6.6,6.5,6.2,,,,,IRAN,,IRAN:  SOUTHERN:  KERMAN,140,1.0,1.0,,,,,,2.0,,,517.0,3.0,1.0,1.0,,,,,,2.0,,,517.0,3.0
838,839,4,3,2010,22.918,120.795,3/4/2010,0:18:51,Earthquake,21.0,,326.0,6.3,MWC,,,19.8,,,0.88,USP000H8ND,US,US,GCMT,Reviewed,9152,,0,18,51.2,21.0,6.3,6.3,6.2,6.2,,,,,TAIWAN,,TAIWAN:  KAO-HSIUNG,30,,,,,96.0,2.0,1000.0,4.0,,,,,,,,,96.0,2.0,1000.0,4.0,,,340.0,3.0
839,840,4,4,1983,5.723,94.722,4/4/1983,2:51:34,Earthquake,78.5,2.8,,6.9,MW,,,,,,1.0,USP0001U5S,US,US,NC,Reviewed,4973,,2,51,34.3,79.0,6.6,,,6.6,,,,7.0,INDONESIA,,INDONESIA:  SUMATERA:  BANDA ACEH,60,,1.0,,,100.0,2.0,1.0,2.0,,,,,,1.0,,,100.0,2.0,1.0,2.0,,,,
840,841,4,4,1991,-6.038,-77.13,4/4/1991,15:23:21,Earthquake,20.7,,,6.5,MW,,,,,,1.0,USP0004PXR,US,US,NC,Reviewed,5278,,15,23,20.7,21.0,6.4,,6.4,6.0,,,,5.0,PERU,,"PERU:  RIOJA, NEUVA CAJAMARCA",160,,,,,10.0,1.0,,1.0,,,15.0,1.0,,,,,10.0,1.0,,1.0,,,15.0,1.0
841,842,4,5,1989,11.038,-68.27,5/4/1989,0:22:07,Earthquake,15.5,4.2,,5.5,MW,,,,,,1.0,USP0003UVD,US,US,HRV,Reviewed,5196,,0,22,6.7,16.0,5.2,,5.2,5.4,,,,,VENEZUELA,,"VENEZUELA:  FALCON, CARABOBO, CARACAS",160,,,,,,,,2.0,,,,,,,,,,,,,,,,
842,843,4,5,1991,9.542,-82.418,5/4/1991,3:42:55,Earthquake,10.0,,,6.2,MW,,,,,,1.3,USP0004R74,US,US,HRV,Reviewed,5288,,3,42,54.5,10.0,6.2,,6.2,5.6,,,,,PANAMA,,"PANAMA:  CHANGUINOLA, ALMIRANTE, BOCAS DEL TORO",100,,,,,36.0,1.0,,2.0,,,,,,,,,36.0,1.0,,2.0,,,,
843,844,4,5,2000,-1.105,123.573,5/4/2000,4:21:16,Earthquake,26.0,,,7.6,MWC,,,,,,1.14,USP0009SBH,US,US,HRV,Reviewed,5557,Tsu,4,21,16.2,26.0,7.6,7.6,7.5,6.7,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",170,46.0,1.0,,,264.0,3.0,30.0,4.0,10000.0,4.0,,,46.0,1.0,,,264.0,3.0,30.0,4.0,10000.0,4.0,,
844,845,4,5,2003,39.43,77.219,5/4/2003,15:44:36,Earthquake,10.0,,216.0,5.8,MWC,,,44.8,,,0.99,USP000BWM1,US,US,HRV,Reviewed,5693,,15,44,35.5,10.0,5.8,5.8,5.6,5.0,,,,,CHINA,,CHINA:  S. XINJIANG:  YOPURGA,40,1.0,1.0,,,3.0,1.0,,3.0,1600.0,4.0,,,1.0,1.0,,,3.0,1.0,,3.0,1600.0,4.0,,
845,846,4,5,2004,37.506,96.758,5/4/2004,5:04:58,Earthquake,13.5,16.9,263.0,5.5,MWB,,,24.4,,,1.06,USP000CU4K,US,US,US,Reviewed,5778,,5,4,58.3,14.0,5.4,5.4,5.2,5.4,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  DELINGHA,30,,,,,,,,3.0,,,,,,,,,,,,3.0,,,3100.0,4.0
846,847,4,6,1994,-10.777,113.366,6/4/1994,0:57:51,Earthquake,11.2,,,6.5,MW,,,,,,1.2,USP0006DP4,US,US,HRV,Reviewed,10108,Tsu,0,57,50.6,11.0,6.5,6.5,6.3,6.0,,,,,INDONESIA,,INDONESIA:  JAVA,170,,,,,,,,,,,,,,,,,,,,,,,,
847,848,4,6,2000,-4.721,102.087,6/4/2000,16:28:26,Earthquake,33.0,,379.0,7.9,MWC,,,,,,1.1,USP0009TXV,US,US,HRV,Reviewed,5560,,16,28,26.1,33.0,7.9,7.9,8.0,6.8,,,,6.0,INDONESIA,,"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",170,103.0,3.0,,,2174.0,4.0,6.0,3.0,,,,,103.0,3.0,,,2174.0,4.0,6.0,3.0,,,,
848,849,4,6,2012,-7.692,106.371,6/4/2012,11:18:13,Earthquake,50.0,,542.0,5.9,MWW,,,26.6,,,0.88,USP000JMAP,US,US,US,Reviewed,9909,,11,18,13.4,50.0,5.8,5.8,5.2,5.9,,,,,INDONESIA,,INDONESIA:  JAVA,60,,,,,2.0,1.0,,1.0,,,23.0,1.0,,,,,2.0,1.0,,1.0,,,23.0,1.0
849,850,4,7,1991,-8.099,124.681,7/4/1991,11:43:10,Earthquake,28.8,1.5,,6.9,MWB,,,,,,1.1,USP0004TSE,US,US,US,Reviewed,5296,,11,43,10.4,29.0,6.5,,6.5,6.2,,,,,INDONESIA,,"INDONESIA:  TIMOR:  KALABAHI, DILI",170,28.0,1.0,,,181.0,3.0,7.7,3.0,1150.0,4.0,,,28.0,1.0,,,181.0,3.0,7.7,3.0,1150.0,4.0,,
850,851,4,7,2009,9.59,-78.966,7/4/2009,6:49:36,Earthquake,38.0,,358.0,6.1,MWC,,,25.8,,,0.95,USP000GYXM,US,US,GCMT,Reviewed,8388,,6,49,35.5,38.0,6.0,6.0,5.5,6.0,,,,5.0,PANAMA,,PANAMA: PANAMA CITY,100,,,,,32.0,1.0,,1.0,,,,,,,,,32.0,1.0,,1.0,,,10.0,1.0
851,852,4,8,1998,-0.593,-80.393,8/4/1998,18:59:20,Earthquake,33.0,,,7.2,MWC,,,,,,0.94,USP0008SSB,US,US,HRV,Reviewed,5502,,18,59,20.1,33.0,7.2,7.2,7.1,6.2,,,,,ECUADOR,,"ECUADOR:  BAHIA DE CARAQUEZ, CANOA",160,3.0,1.0,,,40.0,1.0,,2.0,,,,3.0,3.0,1.0,,,40.0,1.0,,2.0,,,,2.0
852,853,4,8,2000,48.786,142.246,8/4/2000,21:13:03,Earthquake,10.0,,593.0,6.8,MWC,,,,,,0.89,USP0009XWS,US,US,HRV,Reviewed,5574,,21,13,2.7,10.0,6.8,6.8,7.1,6.3,,,,6.0,RUSSIA,,"RUSSIA:  SAKHALIN ISLAND, UGLEGORSK, MAKAROV",50,,,,,8.0,1.0,0.92,1.0,,,1390.0,4.0,,,,,8.0,1.0,0.92,1.0,,,1390.0,4.0
853,854,4,8,2003,-60.532,-43.411,8/4/2003,4:37:20,Earthquake,10.0,,315.0,7.6,MWC,,,25.2,,,1.09,USP000C41F,US,US,HRV,Reviewed,5712,,4,37,20.1,10.0,7.6,7.6,7.5,6.2,,,,,ANTARCTICA,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,20,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
854,855,4,8,2004,36.833,27.815,8/4/2004,3:01:08,Earthquake,10.0,,412.0,5.6,MWC,,,19.7,,,1.3,USP000D1E2,US,US,HRV,Reviewed,5795,,3,1,7.5,10.0,5.6,5.6,5.2,5.1,,,,,TURKEY,,TURKEY:  BODRUM,140,,,,,15.0,1.0,,,,,,,,,,,15.0,1.0,,,,,,
855,856,4,9,1989,-4.219,136.667,9/4/1989,5:20:56,Earthquake,9.1,,,6.4,MW,,,,,,1.0,USP0003Z73,US,US,HRV,Reviewed,5210,,5,20,55.9,9.0,6.0,,6.0,5.8,,,,,INDONESIA,,INDONESIA:  TEMBAGAPURA,170,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
856,857,4,9,1989,55.543,-156.835,9/4/1989,13:14:58,Earthquake,11.4,,,7.1,MW,,,,,,1.2,USP0003Z7H,US,US,HRV,Reviewed,6475,Tsu,13,14,58.2,11.0,6.9,,6.9,6.5,6.9,,,,USA,AK,ALASKA,150,,,,,,,,,,,,,,,,,,,,,,,,
857,858,4,9,1996,31.555,139.931,9/4/1996,18:16:02,Earthquake,33.0,,,5.7,MWC,,,,,,1.21,USP0007PE2,US,US,HRV,Reviewed,6499,Tsu,18,16,1.9,33.0,5.7,5.7,5.1,5.4,,,,,JAPAN,,"HONSHU ISLAND, JAPAN",30,,,,,,,,,,,,,,,,,,,,,,,,
858,859,5,1,1987,41.964,81.319,1/5/1987,22:52:47,Earthquake,16.5,,,5.7,MW,,,,,,1.0,USP00031E9,US,US,HRV,Reviewed,5122,,22,52,46.5,17.0,5.8,,5.8,5.9,,,,,CHINA,,CHINA:  S XINJIANG PROVINCE:  BAICHENG,40,,,,,,3.0,,2.0,,,,,,,,,,3.0,,2.0,,,,
859,860,5,1,1991,23.613,95.901,1/5/1991,14:57:12,Earthquake,19.7,,,7.0,MW,,,,,,1.3,USP0004K8G,US,US,HRV,Reviewed,5272,,14,57,11.5,20.0,7.1,,7.1,6.2,,,,,MYANMAR (BURMA),,"MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",60,,,,,,,,1.0,,,32.0,1.0,,,,,,,,1.0,,,32.0,1.0
860,861,5,1,2008,14.129,-91.479,1/5/2008,1:56:45,Earthquake,66.2,,357.0,5.6,MWC,,,27.6,,,1.45,USP000FVZW,US,US,US,Reviewed,7746,,1,56,45.4,66.0,5.6,5.6,,5.4,,,,,GUATEMALA,,"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",100,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0
861,862,5,1,2010,-9.019,157.551,1/5/2010,12:15:32,Earthquake,15.4,14.2,338.0,6.8,MWC,,,15.0,,,1.16,USP000H5RN,US,US,US,Reviewed,8692,Tsu,12,15,32.2,15.0,6.8,6.8,6.7,6.2,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
862,863,5,1,2013,55.393,-134.652,1/5/2013,8:58:19,Earthquake,10.0,,659.0,7.5,MWW,,,28.5,,,1.26,USP000JXUM,US,US,US,Reviewed,9953,Tsu,8,58,19.3,10.0,7.5,7.5,7.7,6.4,,,,,USA,AK,ALASKA:  SOUTHEASTERN,150,,,,,,,,,,,,,,,,,,,,1.0,,,,
863,864,5,10,1980,-39.542,176.478,10/5/1980,15:32:50,Earthquake,32.0,,,5.6,MB,,,,,,,USP0001A3E,US,US,US,Reviewed,4895,,15,32,49.8,32.0,5.6,,5.6,5.5,,,,6.0,NEW ZEALAND,,"NEW ZEALAND:  GISBORNE, HAWERA, EASTBOURNE, NAPIER",170,,,,,,,,2.0,,,,,,,,,,,,,,,,
864,865,5,10,2008,39.533,73.824,10/5/2008,15:52:49,Earthquake,27.4,,529.0,6.7,MWC,,,22.3,,,0.81,USP000GJD4,US,US,GCMT,Reviewed,8160,,15,52,49.4,27.0,6.6,6.6,6.9,6.4,,,,,KYRGYZSTAN,,KYRGYZSTAN: NURA,40,74.0,2.0,,,140.0,3.0,,2.0,,2.0,,,74.0,2.0,,,140.0,3.0,,2.0,,2.0,,
865,866,5,12,1997,54.841,162.035,12/5/1997,11:26:55,Earthquake,33.0,,,7.8,MWC,,,,,,1.02,USP0008BTK,US,US,HRV,Reviewed,5480,Tsu,11,26,54.6,33.0,7.8,7.8,7.6,6.3,,,,7.0,RUSSIA,,"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",50,,,,,,,,,,,,,,,,,,,,,,,,
866,867,5,12,2005,-6.224,29.83,12/5/2005,12:19:57,Earthquake,22.0,,561.0,6.8,MWC,,,20.0,,,0.98,USP000E5JX,US,US,HRV,Reviewed,6830,,12,19,56.6,22.0,6.8,6.8,7.2,6.4,,,,,CONGO,,CONGO:  KALEMIE,10,6.0,1.0,,,,,,1.0,300.0,3.0,,,6.0,1.0,,,,,,1.0,300.0,3.0,,
867,868,5,12,2012,33.506,59.571,12/5/2012,17:08:14,Earthquake,14.4,9.6,248.0,5.8,MWW,,,20.2,,,0.98,USP000JWGA,US,US,US,Reviewed,9945,,17,8,13.5,14.0,5.7,5.7,5.6,5.6,,,,,IRAN,,IRAN:  KHORASAN PROVINCE,140,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0
868,869,5,2,1988,-24.753,-70.433,2/5/1988,14:01:03,Earthquake,36.9,,,7.2,MW,,,,,,1.1,USP0003CRV,US,US,HRV,Reviewed,6473,Tsu,14,1,2.7,37.0,6.7,,6.7,6.2,,,,,CHILE,,CHILE:  TALTAL,160,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
869,870,5,2,1994,0.593,30.037,2/5/1994,23:34:10,Earthquake,14.2,,,6.2,MWB,,,,,,1.1,USP000683U,US,US,US,Reviewed,5377,,23,34,9.9,14.0,6.2,6.2,6.0,5.8,,,,,UGANDA,,"UGANDA:  FORT PORTAL, KASESE; ZAMBIA",10,7.0,1.0,,,,2.0,70.0,4.0,,,,,7.0,1.0,,,,2.0,70.0,4.0,,,,
870,871,5,2,1995,-37.759,178.752,2/5/1995,22:51:05,Earthquake,21.1,,,7.1,MW,,,,,,1.0,USP0006SEF,US,US,HRV,Reviewed,5403,,22,51,5.1,21.0,7.1,7.1,7.5,6.5,,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH,170,,,,,,,,,,,,,,,,,,,,,,,,
871,872,5,2,2004,-3.615,135.538,2/5/2004,21:05:03,Earthquake,16.6,10.2,367.0,7.0,MWC,,,33.0,,,0.98,USP000CKG7,US,US,HRV,Reviewed,5758,,21,5,2.8,17.0,7.0,7.0,7.1,6.1,,,,,INDONESIA,,INDONESIA:  NABIRE,170,37.0,1.0,,,682.0,3.0,,4.0,2678.0,4.0,,,37.0,1.0,,,682.0,3.0,,4.0,2678.0,4.0,,
872,873,5,3,1987,-24.388,-70.161,3/5/1987,9:17:05,Earthquake,62.3,,,7.6,MW,,,,,,1.2,USP0003304,US,US,HRV,Reviewed,5129,Tsu,9,17,5.2,62.0,7.3,,7.3,6.5,,,,6.0,CHILE,,"CHILE:  ANTOFAGASTA, ARICA",160,1.0,1.0,,,,,,2.0,,,,,1.0,1.0,,,,,,2.0,,,,
873,874,5,3,2002,6.033,124.249,3/5/2002,21:16:09,Earthquake,31.0,,321.0,7.5,MWC,,,,,,0.95,USP000AZQW,US,US,HRV,Reviewed,5625,Tsu,21,16,9.1,31.0,7.5,7.5,7.2,6.3,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,170,15.0,1.0,,,100.0,2.0,1.714,2.0,,,800.0,3.0,15.0,1.0,,,100.0,2.0,1.714,2.0,,,800.0,3.0
874,875,5,3,2012,12.354,123.7,3/5/2012,23:06:31,Earthquake,37.3,4.4,135.0,5.6,MWC,,,48.3,,,0.94,USP000JFUM,US,US,GCMT,Reviewed,9905,,23,6,30.8,37.0,5.6,5.6,2.1,5.2,,,,,PHILIPPINES,,PHILIPPINES:  MASBATE ISLAND,170,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0
875,876,5,4,1983,40.025,75.26,4/5/1983,6:50:33,Earthquake,33.0,,,5.6,MS,,8.0,,,,1.0,USP0001U6Q,US,US,US,Reviewed,4974,,6,50,33.4,33.0,5.6,,5.6,5.5,,,,,CHINA,,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA,40,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,
876,877,5,4,1990,15.125,147.596,4/5/1990,21:12:36,Earthquake,11.4,,,7.6,MW,,,,,,1.2,USP00047GJ,US,US,PAR,Reviewed,5229,Tsu,21,12,35.5,11.0,7.5,,7.5,6.5,,,,4.0,USA TERRITORY,MP,NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM,170,,,,,,,,,,,,,,,,,,,,,,,,
877,878,5,4,1991,-5.982,-77.094,4/5/1991,4:19:50,Earthquake,19.8,,,7.1,MW,,,,,,1.0,USP0004PYN,US,US,PAR,Reviewed,5279,,4,19,49.5,20.0,6.7,,6.7,6.5,,,,7.0,PERU,,"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",160,53.0,2.0,,,252.0,3.0,,3.0,,,8063.0,4.0,53.0,2.0,,,252.0,3.0,,3.0,,,8063.0,4.0
878,879,5,4,1997,39.513,76.865,4/5/1997,23:46:20,Earthquake,33.0,,,5.9,MWC,,,,,,1.12,USP000800W,US,US,HRV,Reviewed,5455,,23,46,19.5,33.0,5.9,5.9,5.9,5.4,,,,,CHINA,,"CHINA:  S. XINJIANG, JIASHI COUNTY",40,,,,,23.0,1.0,,3.0,3000.0,4.0,,,,,,,23.0,1.0,,3.0,3000.0,4.0,,
879,880,5,4,2000,34.22,25.69,4/5/2000,4:36:59,Earthquake,38.0,,,5.5,MWC,,,,,,,USP0009QUE,US,ATH,HRV,Reviewed,7301,Tsu,4,36,58.8,38.0,5.5,5.5,5.4,5.3,,,,,GREECE,,GREECE:  CRETE,130,,,,,,,,,,,,,,,,,,,,,,,,
880,881,5,4,2004,36.512,71.029,4/5/2004,21:24:04,Earthquake,187.1,,728.0,6.6,MWB,,,18.3,,,0.97,USP000CRT6,US,US,US,Reviewed,5771,,21,24,4.0,187.0,6.5,6.5,,6.4,,,,,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",40,3.0,1.0,,,5.0,1.0,,,,,,,3.0,1.0,,,5.0,1.0,,,,,,
881,882,5,5,1986,37.993,37.806,5/5/1986,3:35:39,Earthquake,9.6,,,6.1,MW,,,,,,1.1,USP0002THR,US,US,HRV,Reviewed,5094,,3,35,38.8,10.0,5.9,,5.9,5.9,,,,,TURKEY,,"TURKEY:  DOGANSEHIR-GOLBASHI, KAPIDERE",140,15.0,1.0,,,100.0,2.0,5.0,2.0,4000.0,4.0,,,15.0,1.0,,,100.0,2.0,5.0,2.0,4000.0,4.0,,
882,883,5,5,1990,40.775,15.766,5/5/1990,7:21:30,Earthquake,10.0,,,5.8,MW,,,,,,1.4,USP00048VR,US,US,HRV,Reviewed,5235,,7,21,29.5,10.0,5.4,,5.4,5.3,,,,7.0,ITALY,,ITALY:  POTENZA,130,2.0,1.0,,,16.0,1.0,,2.0,,,,,2.0,1.0,,,16.0,1.0,,2.0,,,,
883,884,5,6,1994,24.511,121.905,6/5/1994,1:09:30,Earthquake,11.4,,,6.4,MWB,,,,,,1.2,USP0006DRF,US,US,US,Reviewed,5386,,1,9,30.1,11.0,6.4,6.4,6.6,6.1,,,,,TAIWAN,,"TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO",30,1.0,1.0,,,2.0,1.0,,2.0,,2.0,,,1.0,1.0,,,2.0,1.0,,2.0,,2.0,,
884,885,5,7,1983,40.324,27.222,7/5/1983,12:01:27,Earthquake,10.0,,,6.1,MS,,2.0,,,,1.2,USP0001WK7,US,US,US,Reviewed,4981,,12,1,27.3,10.0,6.1,,6.1,5.7,,,,8.0,TURKEY,,"TURKEY:  NW, BIGA, ERDEK, ISTANBUL",140,5.0,1.0,,,26.0,1.0,,2.0,,,,,5.0,1.0,,,26.0,1.0,,2.0,,,,
885,886,5,7,1988,-5.964,148.78,7/5/1988,20:32:07,Earthquake,53.4,,,6.8,MW,,,,,,1.0,USP0003HM4,US,US,NC,Reviewed,5162,Tsu,20,32,7.2,53.0,6.8,,6.8,6.0,,,,5.0,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE",170,,,,,,,,2.0,,,,,,,,,,,,,,,,
886,887,5,7,2001,-16.086,-73.987,7/5/2001,13:53:48,Earthquake,62.0,,324.0,6.6,MWC,,,,,,1.38,USP000AJ1A,US,US,HRV,Reviewed,5603,,13,53,48.3,62.0,6.6,6.6,,6.2,,,,,PERU,,"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",160,,,,,,,,2.0,300.0,3.0,,,,,,,,,,2.0,300.0,3.0,,
887,888,5,7,2005,1.819,97.082,7/5/2005,1:52:03,Earthquake,21.0,,398.0,6.7,MWC,,,22.3,,,1.0,USP000DUJC,US,US,HRV,Reviewed,6757,,1,52,2.9,21.0,6.7,6.7,6.8,6.2,,,,,INDONESIA,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,60,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
888,889,5,7,2008,53.882,152.886,7/5/2008,2:12:04,Earthquake,632.8,3.1,777.0,7.7,MWC,,,13.5,,,0.83,USP000GBC0,US,US,US,Reviewed,8955,,2,12,4.4,633.0,7.7,7.7,,6.8,,,,,RUSSIA,,RUSSIA:  SEA OF OKHOTSK,50,,,,,,,,,,,,,,,,,,,,,,,,
889,890,5,8,1982,-12.597,165.931,8/5/1982,20:32:53,Earthquake,30.7,9.4,,7.0,MW,,,,,,1.4,USP0001NVD,US,US,NC,Reviewed,4948,,20,33,52.9,31.0,7.5,,7.5,6.2,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
890,891,5,8,2008,32.756,105.494,8/5/2008,9:49:17,Earthquake,6.0,,449.0,6.0,MWC,,,35.8,,,0.96,USP000GDW4,US,US,GCMT,Reviewed,8168,,9,49,17.2,6.0,6.0,6.0,6.0,5.9,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,30,4.0,1.0,,,29.0,1.0,,1.0,,,,,4.0,1.0,,,29.0,1.0,,1.0,,,,1.0
891,892,5,9,1996,-22.118,-113.436,9/5/1996,8:14:14,Earthquake,10.0,,,6.9,MWC,,,,,,1.06,USP0007PET,US,US,HRV,Reviewed,6500,Tsu,8,14,14.4,10.0,6.9,6.9,7.0,6.2,,,,,CHILE,,CHILE:  EASTER ISLAND REGION,160,,,,,,,,,,,,,,,,,,,,,,,,
892,893,5,9,1996,21.898,121.498,9/5/1996,23:42:06,Earthquake,20.0,,,6.8,MWC,,,,,,1.03,USP0007PFW,US,US,HRV,Reviewed,10233,Tsu,23,42,6.0,20.0,6.8,6.8,6.4,6.4,,,,,TAIWAN,,TAIWAN REGION,30,,,,,,,,,,,,,,,,,,,,,,,,
893,894,5,9,1996,42.803,17.936,9/5/1996,20:44:09,Earthquake,10.0,,,6.0,MWC,,,,,,1.28,USP0007PFJ,US,US,HRV,Reviewed,5441,,20,44,9.2,10.0,6.0,6.0,6.0,5.6,,,,8.0,CROATIA,,"BALKANS NW:  CROATIA:  STON, SLANO",130,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,
894,895,5,9,2002,39.77,72.007,9/5/2002,11:03:06,Earthquake,31.6,6.7,289.0,5.5,MWC,,,,,,1.0,USP000BB9U,US,US,HRV,Reviewed,5647,,11,3,5.8,32.0,5.5,5.5,5.2,5.3,,,,,KYRGYZSTAN,,KYRGYZSTAN,40,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
895,896,5,9,2004,33.07,136.618,9/5/2004,10:07:08,Earthquake,14.0,,643.0,7.2,MWC,,,28.4,,,0.89,USP000D3KA,US,US,HRV,Reviewed,5798,Tsu,10,7,7.8,14.0,7.2,7.2,7.0,6.7,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST: KYOTO,30,,,,,4.0,1.0,,1.0,,,,,,,,,4.0,1.0,,1.0,,,,
